	amicus	argDate	argMonth	argYear	caseName	cutoffs_ALL	cutoffs_BREYER	cutoffs_GINSBURG	cutoffs_KENNEDY	cutoffs_ROBERTS	cutoffs_SCALIA	decDate	majVotes	minVotes	winner	words_BREYER	words_GINSBURG	words_KENNEDY	words_ROBERTS	words_SCALIA
09-158	0	2010-03-24	03	2010	BILLY JOE MAGWOOD v. TONY PATTERSON, WARDEN, et al.	-9.0	0.14285714285714285	0.0	-0.42857142857142855	-0.3333333333333333	-0.5	2010-06-24	5	4	1	0.42324755989352264	-0.5585585585585585	-0.3393939393939394	-0.44080604534005036	-0.4272300469483568
09-223	0	2010-03-22	03	2010	RICHARD A. LEVIN, TAX COMMISSIONER OF OHIO v. COMMERCE ENERGY, INC., et al.	-8.0	0.16666666666666666	1.0	-1.0	0.0	-1.0	2010-06-01	9	0	1	-0.024251069900142655	0.3539651837524178	-1.0	-0.043478260869565216	-0.13414634146341464
09-291	1	2010-12-07	12	2010	ERIC L. THOMPSON, PETITIONER v. NORTH AMERICAN STAINLESS, LP	-5.0	0.5	0.2	0.0	-0.75	0.6	2011-01-24	8	0	1	0.4783362218370884	0.06854838709677419	-0.6666666666666666	-0.6297709923664122	0.4983922829581994
09-329	1	2010-12-08	12	2010	CHASE BANK USA, NA., PETITIONER v. JAMES A. MCCOY, INDIVIDUALLY AND ON BEHALF OF ALL OTHERS SIMILARLY SITUATED	-5.0	0.0	0.3333333333333333	0.0	-0.3333333333333333	-0.2	2011-01-24	9	0	1	0.5993690851735016	0.391304347826087	-0.18518518518518517	-0.4689655172413793	0.1701492537313433
09-337	0	2010-04-21	04	2010	WANDA KRUPSKI v. COSTA CROCIERE S. P. A.	51.0	0.8461538461538461	0.4	1.0	0.3333333333333333	0.17647058823529413	2010-06-07	9	0	1	0.8800813008130082	0.2923076923076923	-0.18454935622317598	0.015228426395939087	-0.18741058655221746
09-338	0	2010-03-29	03	2010	PAUL RENICO, WARDEN v. REGINALD LETT	4.0	0.2	-1.0	-1.0	0.8333333333333334	1.0	2010-05-03	6	3	1	-0.3141724479682854	-0.3551912568306011	-0.8311688311688312	0.8355555555555556	0.43322475570032576
09-350	0	2010-10-05	10	2010	LOS ANGELES COUNTY, CALIFORNIA, PETITIONER v. CRAIG ARTHUR HUMPHRIES et al.	28.0	1.0	-1.0	-0.1111111111111111	1.0	0.5	2010-11-30	8	0	1	1.0	0.1956521739130435	-0.38784067085953877	0.8166491043203372	0.5029940119760479
09-367	0	2010-04-20	04	2010	BRIAN RUSSELL DOLAN v. UNITED STATES	-13.0	-0.5	-0.2	-0.3333333333333333	0.1111111111111111	0.06666666666666667	2010-06-14	5	4	0	0.010630758327427357	-0.24168514412416853	0.29554655870445345	-0.2581967213114754	0.003942181340341655
09-400	1	2010-11-02	11	2010	VINCENT E. STAUB, PETITIONER v. PROCTOR HOSPITAL	-10.0	1.0	0.14285714285714285	-1.0	-1.0	-0.2	2011-03-01	8	0	1	1.0	0.5476635514018692	-0.01195219123505976	-0.435	0.3088235294117647
09-448	1	2010-04-26	04	2010	BRIDGET HARDT v. RELIANCE STANDARD LIFE INSURANCE COMPANY	4.0	0.2857142857142857	0.42857142857142855	-1.0	0.14285714285714285	0.0	2010-05-24	9	0	1	0.6995121951219512	0.7178571428571429	-0.6745562130177515	0.12244897959183673	-0.24776119402985075
09-475	1	2010-04-27	04	2010	MONSANTO COMPANY, et al. v. GEERTSON SEED FARMS et al.	-3.0	0.0	-0.5714285714285714	1.0	-0.2727272727272727	0.8666666666666667	2010-06-21	7	1	1	0.0	-0.4966532797858099	0.4779116465863454	-0.1827956989247312	0.9887218045112782
09-479	1	2010-10-04	10	2010	KEVIN ABBOTT, PETITIONER v. UNITED STATES	17.0	1.0	-1.0	0.0	0.7777777777777778	0.8461538461538461	2010-11-15	8	0	0	0.4551282051282051	-0.7627118644067796	0.0	0.6773109243697479	-0.017421602787456445
09-497	0	2010-04-26	04	2010	RENT-A-CENTER, WEST, INC. v. ANTONIO JACKSON	6.0	0.0	-0.42857142857142855	0.5714285714285714	0.5555555555555556	-0.15789473684210525	2010-06-21	5	4	1	-0.06385404789053592	-0.33222591362126247	0.3949579831932773	0.21910112359550563	0.1772771792360431
09-520	1	2010-11-10	11	2010	CSX TRANSPORTATION, INC., PETITIONER v. ALABAMA DEPARTMENT OF REVENUE et al.	12.0	1.0	-1.0	-0.5	0.5555555555555556	-0.2727272727272727	2011-02-22	7	2	0	1.0	-1.0	-0.5048076923076923	0.59	-0.1059322033898305
09-5201	0	2010-03-30	03	2010	MICHAEL GARY BARBER, et al. v. J. E. THOMAS, WARDEN	2.0	0.14285714285714285	-1.0	0.2	0.0	0.3333333333333333	2010-06-07	6	3	0	-0.2112676056338028	0.047619047619047616	0.5828877005347594	-0.40512820512820513	0.13764510779436154
09-525	-1	2010-12-07	12	2010	JANUS CAPITAL GROUP, INC., et al., PETITIONERS v. FIRST DERIVATIVE TRADERS	3.0	0.1	-0.45454545454545453	-0.8181818181818182	0.8461538461538461	0.6842105263157895	2011-06-13	5	4	1	0.24835164835164836	-0.6549019607843137	-0.6130653266331658	0.6477495107632094	0.6793478260869565
09-529	1	2010-12-01	12	2010	VIRGINIA OFFICE FOR PROTECTION AND ADVOCACY, PETITIONER v. JAMES W. STEWART III, COMMISSIONER, VIRGINIA DEPARTMENT OF BEHAVIORAL HEALTH AND DEVELOPMENTAL SERVICES, et al.	-27.0	-0.4	0.0	-1.0	-0.8823529411764706	0.2	2011-04-19	6	2	1	0.30885529157667385	0.5357142857142857	-0.5243243243243243	-0.9266750948166877	0.17043740573152338
09-530	0	2010-10-05	10	2010	NATIONAL AERONAUTICS AND SPACE ADMINISTRATION, et al., PETITIONERS v. ROBERT M. NELSON et al.	4.0	1.0	0.17647058823529413	0.14285714285714285	-0.07692307692307693	0.6363636363636364	2011-01-19	8	0	1	1.0	0.013933547695605574	0.09582309582309582	-0.2372697724810401	0.4274952919020716
09-5327	0	2010-03-01	03	2010	ALBERT HOLLAND v. FLORIDA	-13.0	1.0	-0.7142857142857143	-0.5	0.09090909090909091	-1.0	2010-06-14	7	2	1	1.0	-0.5043731778425656	-0.34593572778827975	0.09256449165402124	-1.0
09-559	0	2010-04-28	04	2010	JOHN DOE #1, et al. v. SAM REED, WASHINGTON SECRETARY OF STATE, et al.	-13.0	-1.0	-0.75	-0.2	0.38461538461538464	-0.3333333333333333	2010-06-24	8	1	0	1.0	-0.6699801192842942	0.033932135728542916	0.2440944881889764	-0.3559322033898305
09-571	0	2010-10-06	10	2010	HARRY F. CONNICK, DISTRICT ATTORNEY, et al., PETITIONERS v. JOHN THOMPSON	13.0	-0.8	0.0	0.6666666666666666	1.0	0.3333333333333333	2011-03-29	5	4	1	-0.7022274325908558	-0.5104166666666666	0.39655172413793105	0.8087248322147651	0.5503355704697986
09-5801	0	2010-11-10	11	2010	RUBEN FLORES-VILLAR, PETITIONER v. UNITED STATES	1.0	0.2727272727272727	0.6666666666666666	-1.0	0.6	-0.7777777777777778	2011-06-13	4	4	0	-0.09448818897637795	0.17355371900826447	-1.0	0.4460431654676259	-0.5441176470588235
09-587	0	2010-10-12	10	2010	KELLY HARRINGTON, WARDEN, PETITIONER, v. JOSHUA RICHTER	-10.0	-0.5	-0.2	-0.5	1.0	-0.4	2011-01-19	8	0	1	-0.02695035460992908	-0.20761245674740483	-0.2861356932153392	0.6472795497185742	-0.2247787610619469
09-60	0	2010-03-31	03	2010	JOSE ANGEL CARACHURI-ROSENDO v. ERIC H. HOLDER, JR., ATTORNEY GENERAL	-14.0	-0.06666666666666667	0.5	-0.25	-1.0	-1.0	2010-06-14	9	0	1	0.07462686567164178	0.5970802919708029	0.15288220551378445	-0.7655172413793103	-1.0
09-6338	0	2010-03-30	03	2010	PERCY DILLON v. UNITED STATES	-22.0	-0.15789473684210525	-1.0	-0.3333333333333333	-1.0	-0.3333333333333333	2010-06-17	7	1	0	-0.4243614931237721	-0.6375545851528385	0.17708333333333334	-0.6547842401500938	-0.6378947368421053
09-658	0	2010-10-12	10	2010	JEFF PREMO, SUPERINTENDENT, OREGON STATE PENITENTIARY, PETITIONER v. RANDY JOSEPH MOORE	13.0	0.42857142857142855	1.0	-1.0	0.0	1.0	2011-01-19	8	0	1	0.5031055900621118	-0.34532374100719426	-1.0	-0.5	1.0
09-6822	1	2010-12-06	12	2010	JASON PEPPER, PETITIONER v. UNITED STATES	-28.0	-0.7142857142857143	-1.0	0.0	-0.8	-1.0	2011-03-02	6	2	1	-0.04815864022662889	-0.060240963855421686	0.7272727272727273	-0.9385560675883257	-0.14767932489451477
09-737	0	2010-11-01	11	2010	MICHELLE ORITZ, PETITIONER v. PAULA JORDAN et al.	13.0	0.8	0.6	1.0	-1.0	0.1111111111111111	2011-01-24	9	0	1	0.42596810933940776	0.28258602711157454	0.2553191489361702	-0.2852233676975945	0.17422434367541767
09-751	0	2010-10-06	10	2010	ALBERT SNYDER, PETITIONER v. FRED W. PHELPS, SR., et al.	-3.0	-1.0	-0.8181818181818182	1.0	0.75	-0.2222222222222222	2011-03-02	8	1	0	-0.25748502994011974	-0.4903339191564148	1.0	0.7378640776699029	-0.3461104847801578
09-804	-1	2010-11-30	11	2010	CIGNA CORPORATION, et al., PETITIONERS v. JANICE C. AMARA, et al., INDIVIDUALLY AND ON BEHALF OF ALL OTHERS SIMILARLY SITUATED	-2.0	-0.04	-0.14285714285714285	0.2727272727272727	-1.0	0.0	2011-05-16	8	0	1	0.20809248554913296	-0.5408163265306123	0.4619883040935672	0.05723905723905724	0.1753846153846154
09-834	1	2010-10-13	10	2010	KEVIN KASTEN, PETITIONER v. SAINT-GOBAIN PERFORMANCE PLASTICS CORPORATION	-2.0	0.2631578947368421	0.6666666666666666	-1.0	-1.0	-0.7777777777777778	2011-03-22	6	2	1	-0.11278195488721804	0.42301458670988656	-0.44594594594594594	-0.6507936507936508	-0.6074498567335244
09-837	0	2010-11-08	11	2010	MAYO FOUNDATION FOR MEDICAL EDUCATION AND RESEARCH, et al., PETITIONERS v. UNITED STATES	-29.0	-1.0	-0.6666666666666666	0.0	0.0	0.0	2011-01-11	8	0	0	-1.0	-0.61198738170347	0.0	-0.24528301886792453	0.0
09-846	0	2010-11-01	11	2010	UNITED STATES, PETITIONER v. TOHONO O'ODHAM NATION	-7.0	-0.14285714285714285	-0.6	0.5	-0.7142857142857143	0.2	2011-04-26	7	1	1	0.36517719568567025	-0.4473684210526316	0.5705128205128205	-0.5944540727902946	0.7037037037037037
09-868	0	2010-11-29	11	2010	ASHBEL T. WALL, II, DIRECTOR, RHODE ISLAND DEPARTMENT OF CORRECTIONS, PETITIONER v. KHALIL KHOLI	-23.0	0.2222222222222222	-1.0	-1.0	0.0	-0.5	2011-03-07	9	0	0	0.42045454545454547	-0.09734513274336283	-0.3153153153153153	0.3902097902097902	-0.43705799151343705
09-893	0	2010-11-09	11	2010	AT&T MOBILITY LLC, PETITIONER v. VINCENT CONCEPTION ET UX	2.0	0.3333333333333333	-1.0	0.0	1.0	-0.14285714285714285	2011-04-27	5	4	1	0.11428571428571428	-0.48847926267281105	0.2634730538922156	0.6987951807228916	-0.36179775280898874
09-9000	0	2010-10-13	10	2010	HENRY W. SKINNER, PETITIONER v. LYNN SWITZER, DISTRICT ATTORNEY FOR THE 31ST JUDICIAL DISTRICT OF TEXAS	-2.0	0.2857142857142857	0.0	0.0	-0.25	-0.25	2011-03-07	6	3	1	0.724950884086444	0.09978768577494693	-0.5258855585831063	-0.6014897579143389	0.053231939163498096
09-907	-1	2010-10-04	10	2010	JASON M. RANSOM, PETITIONER v. FIA CARD SERVICES, N.A., FKA MBNA AMERICA BANK, N.A.	3.0	-0.75	-1.0	0.2	1.0	-0.6	2011-01-11	8	1	0	-0.4305750350631136	-0.9017199017199017	0.1606714628297362	0.6688741721854304	-0.478502080443828
09-958	1	2011-10-03	10	2011	TOBY DOUGLAS, DIRECTOR, CALIFORNIA DEPARTMENT OF HEALTH CARE SERVICES, PETITIONER v. INDEPENDENT LIVING CENTER OF SOUTHERN CALIFORNIA, INC., et al.	5.0	1.0	-0.3333333333333333	0.0	0.375	0.0	2012-02-22	5	4	1	1.0	-0.2967032967032967	-0.06539074960127592	0.4930875576036866	0.06948640483383686
09-987	1	2010-11-03	11	2010	ARIZONA CHRISTIAN SCHOOL TUITION ORGANIZATION, PETITIONER v. KATHLEEN M. WINN et al.	1.0	-0.16666666666666666	-0.7142857142857143	-1.0	1.0	0.8	2011-04-04	5	4	1	-0.027375201288244767	-0.4953271028037383	-0.5363321799307958	0.5414847161572053	0.6729088639200999
09-993	-1	2011-03-30	03	2011	PLIVIA, INC., et al., PETITIONERS v. GLADYS MENSING	24.0	0.2	-1.0	0.5	1.0	0.7777777777777778	2011-06-23	5	4	1	-0.03804347826086957	-1.0	-0.30097087378640774	0.4721311475409836	0.5765957446808511
09-996	0	2010-11-29	11	2010	JAMES WALKER, WARDEN, et al., PETITIONERS v. CHARLES W. MARTIN	9.0	0.4	1.0	-1.0	0.7142857142857143	0.1111111111111111	2011-02-23	9	0	1	0.6023121387283237	-0.21318681318681318	-1.0	0.5869918699186992	-0.2370266479663394
10-10	1	2011-03-23	03	2011	MICHAEL D. TURNER, PETITIONER v. REBECCA L. ROGERS et al.	-13.0	0.8	-0.14285714285714285	-0.4	-0.3333333333333333	-0.8333333333333334	2011-06-20	5	4	1	0.9573333333333334	-0.2768729641693811	-0.08130081300813008	0.030508474576271188	0.05069124423963134
10-1001	-1	2011-10-04	10	2011	LUIS MARIANO MARTINEZ, PETITIONER v. CHARLES L. RYAN, DIRECTOR, ARIZONA DEPARTMENT OF CORRECTIONS	0.0	0.2727272727272727	-1.0	0.0	-1.0	0.0	2012-03-20	7	2	1	0.20767649074708705	-0.6296296296296297	0.12128146453089245	-0.36416184971098264	-0.5628415300546448
10-1016	0	2012-01-11	01	2012	DANIEL COLEMAN, PETITIONER v. COURT OF APPEALS OF MARYLAND et al.	5.0	1.0	0.25	-1.0	-0.25	1.0	2012-03-20	5	4	0	1.0	-0.009771986970684038	-1.0	-0.42953020134228187	1.0
10-1018	1	2012-01-17	01	2012	STEVE A. FILARSKY, PETITIONER v. NICHOLAS B. DELIA.	24.0	1.0	0.0	-1.0	0.6666666666666666	0.6470588235294118	2012-04-17	9	0	1	1.0	0.05740181268882175	-1.0	0.2823529411764706	0.4691689008042895
10-1024	0	2011-11-30	11	2011	FEDERAL AVIATION ADMINISTRATION, et al., PETITIONERS v. STANMORE CAWTHON COOPER	0.0	1.0	-1.0	1.0	0.0	1.0	2012-03-28	5	3	1	0.22695035460992907	-1.0	0.15294117647058825	0.2	1.0
10-1042	1	2012-02-21	02	2012	TAMMY FORET FREEMAN, et al., PETITIONERS v. QUICKEN LOANS, INC.	-21.0	-0.6428571428571429	-1.0	-1.0	-1.0	-0.3684210526315789	2012-05-24	9	0	0	-0.5246224556795798	-0.5214105793450882	-1.0	-0.6043956043956044	-0.17647058823529413
10-1062	0	2012-01-09	01	2012	CHANTELL SACKETT, et vir, PETITIONERS v. ENVIRONMENTAL PROTECTION AGENCY, et al.	20.0	0.5384615384615384	1.0	-1.0	0.8	-0.06666666666666667	2012-03-21	9	0	1	0.39473684210526316	-0.03178484107579462	-0.8478260869565217	0.03014416775884666	-0.15304347826086956
10-1104	1	2011-11-01	11	2011	MARGARET MINNECI, et al. v. RICHARD LEE POLLARD et al.	9.0	1.0	-1.0	-1.0	0.5	1.0	2012-01-10	8	1	1	1.0	-0.4051724137931034	-1.0	0.4276729559748428	0.873015873015873
10-1121	0	2012-01-10	01	2012	DIANNE KNOX, et al., PETITIONERS v. SERVICE EMPLOYEES INTERNATIONAL UNION, LOCAL 1000	-5.0	-1.0	-1.0	1.0	-0.14285714285714285	-1.0	2012-06-21	7	2	1	-0.23214285714285715	-1.0	0.5923076923076923	0.41935483870967744	-1.0
10-114	0	2011-03-22	03	2011	RICKY D FOX, PETITIONER v. JUDY ANN VICE, AS EXECUTRIX OF THE ESTATE OF VICE, et al.	-7.0	0.0	0.4	-0.2	-0.5	0.0	2011-06-06	9	0	1	0.0	0.06824925816023739	-0.3496932515337423	-0.4499514091350826	-0.350253807106599
10-1150	-1	2011-12-07	12	2011	MAYO COLLABORATIVE SERVICES, DBA MAYO MEDICAL LABORATORIES, et al., PETITIONERS v. PROMETHEUS LABORATORIES, INC.	-1.0	0.5714285714285714	0.0	-0.3333333333333333	0.0	-0.7777777777777778	2012-03-20	9	0	1	0.2423945044160942	-0.08333333333333333	-0.45110410094637227	0.8223938223938224	-0.6194690265486725
10-1195	0	2011-11-28	11	2011	MARCUS D. MIMS, PETITIONER v. ARROW FINANCIAL SERVICES, LLC	2.0	-0.5555555555555556	0.42857142857142855	-0.3333333333333333	-0.6666666666666666	0.5	2012-01-18	9	0	1	-0.014608233731739707	0.5166666666666667	-0.9459459459459459	-0.5455904334828101	0.5666666666666667
10-1211	0	2012-01-18	01	2012	PANAGIS VARTELAS, PETITIONER v. ERIC H. HOLDER, JR., ATTORNEY GENERAL	16.0	1.0	0.5	0.0	0.3333333333333333	0.25	2012-03-28	6	3	1	1.0	0.6425531914893617	-1.0	-0.010189228529839884	-0.5125284738041003
10-1219	0	2012-01-09	01	2012	DAVID J. KAPPOS, UNDER SECRETARY OF COMMERCE FOR INTELLECTUAL PROPERTY AND DIRECTOR, PATENT AND TRADEMARK OFFICE, PETITIONER v. GILBERT P. HYATT	-12.0	0.14285714285714285	-1.0	-0.3333333333333333	0.14285714285714285	-1.0	2012-04-18	9	0	0	0.27979274611398963	-0.6177474402730375	-0.2696245733788396	0.3082706766917293	-1.0
10-1259	0	2011-11-08	11	2011	UNITED STATES, PETITIONER v. ANTOINE JONES	-5.0	-0.6666666666666666	-0.42857142857142855	-0.2	0.09090909090909091	0.07692307692307693	2012-01-23	9	0	0	0.056451612903225805	-0.6788990825688074	0.2996389891696751	-0.14345114345114346	0.2465897166841553
10-1261	-1	2011-11-29	11	2011	CREDIT SUISSE SECURITIES (USA) LLC, et al., PETITIONERS v. VANESSA SIMMONDS	6.0	1.0	-1.0	0.0	0.0	1.0	2012-03-26	8	0	1	1.0	-0.5186721991701245	0.0	0.0	0.829126213592233
10-1265	0	2011-12-06	12	2011	MICHAEL MARTEL, WARDEN, PETITIONER v. KENNETH CLAIR	-1.0	-0.25	0.0	0.0	0.7142857142857143	-1.0	2012-03-05	9	0	1	-0.23397435897435898	0.008849557522123894	1.0	0.7725118483412322	-1.0
10-1293	-1	2012-01-10	01	2012	FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. FOX TELEVISION STATIONS, INC., et al. FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. ABC, INC., et al.	10.0	0.4117647058823529	-1.0	0.6	0.6666666666666666	0.14285714285714285	2012-06-21	8	0	0	0.16911045943304007	-1.0	-0.22026431718061673	0.8175675675675675	-0.08264462809917356
10-1320	0	2012-02-22	02	2012	ALEX BLUEFORD, PETITIONER v. ARKANSAS	-21.0	-1.0	-1.0	-1.0	-1.0	-0.6	2012-05-24	6	3	0	-0.8365122615803815	0.4431554524361949	-1.0	-0.8892988929889298	-0.45537757437070936
10-1399	-1	2012-01-11	01	2012	DANA ROBERTS, PETITIONER v. SEA-LAND SERVICES, INC., et al.	13.0	0.6470588235294118	-1.0	1.0	0.6	0.07142857142857142	2012-03-20	8	1	0	-0.27138914443422263	0.3435114503816794	1.0	0.5080527086383602	-0.23797930614729154
10-1472	0	2012-02-21	02	2012	KOUICHI TANIGUCHI, PETITIONER v. KAN PACIFIC SAIPAN, LTD., DBA MARIANAS RESORT AND SPA	-14.0	-0.3333333333333333	0.0	-1.0	0.0	0.0	2012-05-21	6	3	1	0.04271356783919598	-0.3058823529411765	-1.0	0.32211538461538464	0.46218487394957986
10-1491	1	2012-10-01	10	2012	ESTHER KIOBEL, INDIVIDUALLY AND ON BEHALF OF HER LATE HUSBAND, DR. BARINEM KIOBEL, et al., PETITIONERS v. ROYAL DUTCH PETROLEUM CO. et al.	5.0	1.0	1.0	1.0	-0.6	-0.3333333333333333	2013-04-17	9	0	0	0.6872536136662286	0.5333333333333333	-0.46329113924050636	-0.8947368421052632	-0.8010471204188482
10-1542	-1	2012-01-18	01	2012	ERIC H. HOLDER, JR., ATTORNEY GENERAL, PETITIONER  v. CARLOS MARTINEZ GUTIERREZ	4.0	-0.6666666666666666	0.3333333333333333	-0.2	1.0	0.09090909090909091	2012-05-21	9	0	1	-0.5179153094462541	0.45180722891566266	-0.3469387755102041	0.5393258426966292	0.25740318906605925
10-174	1	2011-04-19	04	2011	AMERICAN ELECTRIC POWER COMPANY, INC., et al., PETITIONERS v. CONNECTICUT ET AL	5.0	1.0	0.0	-1.0	0.3333333333333333	-0.125	2011-06-20	8	0	1	1.0	0.17942583732057416	-0.9288025889967637	0.261101243339254	-0.06278713629402756
10-179	1	2011-01-18	01	2011	HOWARD K. STERN, EXECUTOR OF THE ESTATE OF VICKI LYNN MARSHALL, PETITIONER, v. ELAINE T. MARSHALL, EXECUTRIX OF THE ESTATE OF E. PIERCE MARSHALL	0.0	0.0	1.0	0.0	-1.0	-0.6666666666666666	2011-06-23	5	4	0	0.8044596912521441	0.11206896551724138	-0.6756756756756757	-0.8461538461538461	-0.2717948717948718
10-188	-1	2011-03-01	03	2011	SCHINDLER ELEVATOR CORPORATION, PETITIONER v. UNITED STATES ex rel. DANIEL KIRK	5.0	1.0	-0.5	-1.0	0.0	1.0	2011-05-16	5	3	1	1.0	-0.7995824634655533	-0.31851851851851853	0.12422360248447205	1.0
10-209	1	2011-10-31	10	2011	BLAINE LAFLER, PETITIONER v. ANTHONY COOPER	15.0	-0.25	0.42857142857142855	-0.16666666666666666	1.0	0.3333333333333333	2012-03-21	5	4	1	-0.0915032679738562	0.5664739884393064	0.009523809523809525	0.5915317559153176	-0.14450867052023122
10-218	1	2011-12-07	12	2011	PPL MONTANA, LLC, PETITIONER v. MONTANA	6.0	0.4	1.0	0.6	-0.6	0.5	2012-02-22	9	0	1	0.3821138211382114	-0.125	0.8508474576271187	-0.370304114490161	0.7653429602888087
10-224	1	2011-11-09	11	2011	NATIONAL MEAT ASSOCIATION, PETITIONER v. KAMALA D. HARRIS, ATTORNEY GENERAL OF CALIFORNIA, et al.	-2.0	0.1111111111111111	-1.0	0.0	0.5555555555555556	0.14285714285714285	2012-01-23	9	0	1	0.3641160949868074	-0.10344827586206896	-1.0	0.40512820512820513	0.5416258570029383
10-235	0	2011-03-28	03	2011	CSX TRANSPORTATION, INC., PETITIONER v. ROBERT MCBRIDE	-5.0	-1.0	-0.6	0.3333333333333333	-1.0	0.4666666666666667	2011-06-23	5	4	0	0.12027491408934708	-0.681917211328976	0.10052910052910052	-0.906158357771261	0.5211267605633803
10-238	-1	2011-03-28	03	2011	ARIZONA FREE ENTERPRISE CLUB'S FREEDOM CLUB PAC, et al., PETITIONERS v. KEN BENNETT, IN HIS OFFICIAL CAPACITY AS ARIZONA SECRETARY OF STATE, et al.	5.0	-0.8	-1.0	0.6	1.0	0.5	2011-06-27	5	4	1	-0.3881856540084388	-1.0	0.132890365448505	0.8132045088566827	0.5851851851851851
10-277	0	2011-03-29	03	2011	WAL-MART STORES, INC., PETITIONER v. BETTY DUKES et al.	17.0	-1.0	0.6	1.0	0.0	0.8461538461538461	2011-06-20	5	4	1	0.1592356687898089	0.10979228486646884	0.6032608695652174	0.04807692307692308	0.941923774954628
10-290	-1	2011-04-18	04	2011	MICROSOFT CORPORATION, PETITIONER v. I4I  LIMITED PARTNERSHIP et al.	0.0	-0.5	1.0	0.0	0.0	0.5	2011-06-09	8	0	0	-0.6662484316185696	-0.3837837837837838	0.6595744680851063	0.0	0.020080321285140562
10-313	1	2011-03-30	03	2011	TALK AMERICA, PETITIONER v. MICHIGAN BELL TELEPHONE COMPANY DBA AT&T MICHIGAN	2.0	0.15789473684210525	-1.0	-1.0	-1.0	-0.4117647058823529	2011-06-09	8	0	1	0.0125	-1.0	-1.0	-0.7687074829931972	-0.36897001303780963
10-382	0	2011-04-20	04	2011	UNITED STATES, PETITIONER v. JICARILLA APACHE NATION	0.0	0.3333333333333333	1.0	0.0	0.5	0.14285714285714285	2011-06-13	7	1	1	0.14285714285714285	-0.06470588235294118	0.29376854599406527	0.770739064856712	0.6110154905335629
10-444	1	2011-10-31	10	2011	MISSOURI, PETITIONER v. GALIN E. FRYE	-11.0	-0.3333333333333333	-0.3333333333333333	-0.2	0.5	0.07692307692307693	2012-03-21	5	4	1	-0.16569767441860464	0.30620985010706636	-0.5721925133689839	0.14	0.403899721448468
10-507	-1	2011-10-11	10	2011	PACIFIC OPERATORS OFFSHORE, LLP, et al. v. LUISA L. VALLADOLID ET AL	17.0	1.0	-0.2	-0.7142857142857143	1.0	0.75	2012-01-11	9	0	1	1.0	-0.30357142857142855	-0.8418367346938775	0.7814871016691958	0.49584487534626037
10-5258	0	2011-04-25	04	2011	CLIFTON TERELLE MCNEILL, PETITIONER v. UNITED STATES	-1.0	0.0	0.0	0.0	0.0	-1.0	2011-06-06	9	0	0	0.0	-1.0	-1.0	-0.8316831683168316	-0.8087649402390438
10-5400	-1	2011-04-18	04	2011	ALEJANDRA TAPIA, PETITIONER v. UNITED STATES	18.0	1.0	-0.3333333333333333	1.0	1.0	0.8	2011-06-16	9	0	1	1.0	0.5870646766169154	0.8432835820895522	0.116751269035533	0.7615112160566706
10-5443	0	2011-03-29	03	2011	CHARLES ANDREW FOWLER, AKA MAN, PETITIONER v. UNITED STATES	2.0	0.3333333333333333	0.0	0.2	0.7142857142857143	-0.5555555555555556	2011-05-26	7	2	1	-0.21333333333333335	-0.3785310734463277	0.08	0.16332378223495703	0.4485981308411215
10-545	0	2011-10-05	10	2011	LAWRENCE GOLAN, et al. v. ERIC H. HOLDER, JR., ATTORNEY GENERAL, et al.	-6.0	0.45454545454545453	-1.0	0.0	0.5555555555555556	-0.3333333333333333	2012-01-18	6	2	0	0.6764705882352942	-0.9775840597758406	-0.1724137931034483	-0.055384615384615386	-0.6416938110749185
10-553	-1	2011-10-05	10	2011	HOSANNA-TABOR EVANGELICAL LUTHERAN CHURCH AND SCHOOL v. EQUAL EMPLOYMENT OPPORTUNITY COMMISSION, et al.	7.0	0.4	-1.0	-1.0	0.6666666666666666	0.2727272727272727	2012-01-11	9	0	1	0.3532846715328467	-1.0	-1.0	0.19230769230769232	0.42653352353780316
10-568	0	2011-04-27	04	2011	NEVADA COMMISSION ON ETHICS, PETITIONER v. MICHAEL A. CARRIGAN	2.0	-0.3333333333333333	0.0	0.3333333333333333	-0.2	0.3333333333333333	2011-06-13	9	0	1	0.08163265306122448	0.14444444444444443	-0.32275132275132273	-0.18333333333333332	-0.4890885750962773
10-577	0	2011-11-07	11	2011	AKIO KAWASHIMA, ET UX., PETITIONERS v. ERIC H. HOLDER, JR., ATTORNEY GENERAL.	16.0	0.7333333333333333	1.0	-1.0	0.0	-0.25	2012-02-21	6	3	0	0.5294117647058824	0.050314465408805034	-1.0	0.19047619047619047	-0.22448979591836735
10-6	0	2011-02-23	02	2011	GLOBAL-TECH APPLIANCES, INC., et al., PETITIONERS v. SEB S.A.	-9.0	1.0	-0.8	-1.0	0.0	-0.42857142857142855	2011-05-31	8	1	0	1.0	-0.6550387596899225	0.6565656565656566	-0.2781954887218045	-0.24489795918367346
10-63	0	2011-10-04	10	2011	CORY R. MAPLES, PETITIONER v. KIM T. THOMAS, COMMISSIONER, ALABAMA DEPARTMENT OF CORRECTIONS	-1.0	0.6666666666666666	0.25	0.5	0.7777777777777778	-0.5238095238095238	2012-01-18	7	2	1	0.088	0.26620689655172414	0.3111111111111111	0.21234119782214156	-0.33705179282868525
